,index,upper1,upper2,upper3,lower1,lower2,alpha,power,sample_size,max_ess,obj_func,temperature,execute_time,seed
0,1001,6.169013529332584,2.2583308454306072,-0.09868571253809066,-2.4806681794213032,-0.8725601209640568,0.5286553926141422,0.9999006120045834,81.51699065374206,234.8266463232394,38.37908888932767,100.0,1.8912806510925293,327266179485229304007119128615350036193
1,1002,6.169013529332584,2.2583308454306072,-0.09868571253809066,-2.4806681794213032,-0.8725601209640568,0.5286553926141422,0.9996215209897885,67.32618904953138,193.94686493692134,38.10530900816515,99.8,1.8912806510925293,327266179485229304007119128615350036193
2,1003,6.169013529332584,2.2583308454306072,-0.09868571253809066,-2.4806681794213032,-0.8725601209640568,0.5286553926141422,0.9999769899623538,93.83034300856994,270.2977294864789,38.61155086349002,99.6,1.8912806510925293,327266179485229304007119128615350036193
3,1004,6.169013529332584,2.2583308454306072,-0.09868571253809066,-2.7929711207992796,-1.1848630623420338,0.5363388476935631,0.9999949297618047,93.83034300856994,273.4099941930697,39.77523188469236,99.4,1.8912806510925293,327266179485229304007119128615350036193
4,1005,6.191214488282531,2.280531804380555,-0.09868571253809066,-2.7929711207992796,-1.1848630623420338,0.5363387261815062,0.9999952401718436,93.83034300856994,273.598864356441,39.77644847706381,99.2,1.8912806510925293,327266179485229304007119128615350036193
5,1006,6.191214488282531,2.280531804380555,-0.09868571253809066,-1.2574942195816152,-1.1848630623420338,0.522352195285294,0.999798366438538,93.83034300856994,267.25796513255096,37.66229999110361,99.0,1.8912806510925293,327266179485229304007119128615350036193
6,1007,6.191214488282531,2.280531804380555,-0.09868571253809066,-1.5368010221568649,-1.4641698649172834,0.5319533021627679,0.999936648175139,93.83034300856994,271.3063537812047,39.10519575804787,98.8,1.8912806510925293,327266179485229304007119128615350036193
7,1008,5.1904716442950445,2.280531804380555,-0.09868571253809066,-1.5368010221568649,-1.4641698649172834,0.5319597982036355,0.9999306392685512,93.83034300856994,271.3096333097757,39.1059971261753,98.6,1.8912806510925293,327266179485229304007119128615350036193
8,1009,7.987514965088304,5.077575125173815,2.6983576082551695,1.2602422986363953,1.3328734558759767,0.002461582680714391,0.7918972980546857,93.83034300856994,248.9233144247624,3.764600283487338,98.4,1.8912806510925293,327266179485229304007119128615350036193
9,1010,7.600120518861648,5.077575125173815,2.6983576082551695,1.2602422986363953,1.3328734558759767,0.00246162645629398,0.7919076960970637,93.83034300856994,248.92426291351416,3.7642592667020827,98.2,1.8912806510925293,327266179485229304007119128615350036193
10,1011,6.208653757125064,3.6861083634372305,2.6983576082551695,1.2602422986363953,1.3328734558759767,0.0024842060763778182,0.7921082190553713,93.83034300856994,201.492379264489,3.4495512202643073,98.0,1.8912806510925293,327266179485229304007119128615350036193
11,1012,8.533815811104809,6.0112704174169735,2.6983576082551695,1.2602422986363953,1.3328734558759767,0.00246147724993353,0.7918911306229626,93.83034300856994,270.0207142170596,3.9016708405764957,97.8,1.8912806510925293,327266179485229304007119128615350036193
12,1013,8.533815811104809,6.0112704174169735,2.6983576082551695,0.5552629773223492,0.6278941345619304,0.0032098734374563695,0.8738072897173083,93.83034300856994,274.0948760925331,2.221350316534891,97.6,1.8912806510925293,327266179485229304007119128615350036193
13,1014,8.533815811104809,6.0112704174169735,2.6983576082551695,-0.3780723544389497,0.6278941345619304,0.003461206183578612,0.8941939242473411,93.83034300856994,274.80922132378277,2.121809723144894,97.39999999999999,1.8912806510925293,327266179485229304007119128615350036193
